지점,지점명,일시,시정(10m)
133,대전,2023-01-02 01:00,4934
133,대전,2023-01-02 02:00,4995
133,대전,2023-01-02 03:00,5000
133,대전,2023-01-02 04:00,5000
133,대전,2023-01-02 05:00,5000
133,대전,2023-01-02 06:00,5000
133,대전,2023-01-02 07:00,5000
133,대전,2023-01-02 08:00,3579
133,대전,2023-01-02 09:00,4833
133,대전,2023-01-02 10:00,4973
133,대전,2023-01-02 11:00,4948
133,대전,2023-01-02 12:00,5000
133,대전,2023-01-02 13:00,5000
133,대전,2023-01-02 14:00,5000
133,대전,2023-01-02 15:00,5000
133,대전,2023-01-02 16:00,5000
133,대전,2023-01-02 17:00,5000
133,대전,2023-01-02 18:00,5000
133,대전,2023-01-02 19:00,5000
133,대전,2023-01-02 20:00,4909
133,대전,2023-01-02 21:00,4825
133,대전,2023-01-02 22:00,4773
133,대전,2023-01-02 23:00,4598
133,대전,2023-01-03 00:00,4532
133,대전,2023-01-03 01:00,4446
133,대전,2023-01-03 02:00,4139
133,대전,2023-01-03 03:00,3767
133,대전,2023-01-03 04:00,3433
133,대전,2023-01-03 05:00,2998
133,대전,2023-01-03 06:00,2837
133,대전,2023-01-03 07:00,2586
133,대전,2023-01-03 08:00,2312
133,대전,2023-01-03 09:00,2477
133,대전,2023-01-03 10:00,2550
133,대전,2023-01-03 11:00,3618
133,대전,2023-01-03 12:00,4681
133,대전,2023-01-03 13:00,4979
133,대전,2023-01-03 14:00,4953
133,대전,2023-01-03 15:00,5000
133,대전,2023-01-03 16:00,4857
133,대전,2023-01-03 17:00,4960
133,대전,2023-01-03 18:00,4851
133,대전,2023-01-03 19:00,4219
133,대전,2023-01-03 20:00,3655
133,대전,2023-01-03 21:00,3679
133,대전,2023-01-03 22:00,4500
133,대전,2023-01-03 23:00,4780
133,대전,2023-01-04 00:00,4717
133,대전,2023-01-04 01:00,4088
133,대전,2023-01-04 02:00,4233
133,대전,2023-01-04 03:00,4109
133,대전,2023-01-04 04:00,4441
133,대전,2023-01-04 05:00,4492
133,대전,2023-01-04 06:00,4277
133,대전,2023-01-04 07:00,4403
133,대전,2023-01-04 08:00,3918
133,대전,2023-01-04 09:00,3503
133,대전,2023-01-04 10:00,3372
133,대전,2023-01-04 11:00,3586
133,대전,2023-01-04 12:00,3664
133,대전,2023-01-04 13:00,4228
133,대전,2023-01-04 14:00,4662
133,대전,2023-01-04 15:00,4632
133,대전,2023-01-04 16:00,4464
133,대전,2023-01-04 17:00,4594
133,대전,2023-01-04 18:00,3539
133,대전,2023-01-04 19:00,3057
133,대전,2023-01-04 20:00,2636
133,대전,2023-01-04 21:00,2221
133,대전,2023-01-04 22:00,2098
133,대전,2023-01-04 23:00,1813
133,대전,2023-01-05 00:00,1706
133,대전,2023-01-05 01:00,1542
133,대전,2023-01-05 02:00,1489
133,대전,2023-01-05 03:00,1346
133,대전,2023-01-05 04:00,1221
133,대전,2023-01-05 05:00,1204
133,대전,2023-01-05 06:00,1388
133,대전,2023-01-05 07:00,1210
133,대전,2023-01-05 08:00,1094
133,대전,2023-01-05 09:00,1014
133,대전,2023-01-05 10:00,1174
133,대전,2023-01-05 11:00,1245
133,대전,2023-01-05 12:00,1579
133,대전,2023-01-05 13:00,1445
133,대전,2023-01-05 14:00,938
133,대전,2023-01-05 15:00,839
133,대전,2023-01-05 16:00,803
133,대전,2023-01-05 17:00,760
133,대전,2023-01-05 18:00,703
133,대전,2023-01-05 19:00,720
133,대전,2023-01-05 20:00,767
133,대전,2023-01-05 21:00,758
133,대전,2023-01-05 22:00,639
133,대전,2023-01-05 23:00,615
133,대전,2023-01-06 00:00,590
133,대전,2023-01-06 01:00,538
133,대전,2023-01-06 02:00,496
133,대전,2023-01-06 03:00,460
133,대전,2023-01-06 04:00,393
133,대전,2023-01-06 05:00,358
133,대전,2023-01-06 06:00,365
133,대전,2023-01-06 07:00,320
133,대전,2023-01-06 08:00,323
133,대전,2023-01-06 09:00,362
133,대전,2023-01-06 10:00,350
133,대전,2023-01-06 11:00,382
133,대전,2023-01-06 12:00,419
133,대전,2023-01-06 13:00,425
133,대전,2023-01-06 14:00,455
133,대전,2023-01-06 15:00,400
133,대전,2023-01-06 16:00,390
133,대전,2023-01-06 17:00,360
133,대전,2023-01-06 18:00,325
133,대전,2023-01-06 19:00,317
133,대전,2023-01-06 20:00,286
133,대전,2023-01-06 21:00,277
133,대전,2023-01-06 22:00,176
133,대전,2023-01-06 23:00,290
133,대전,2023-01-07 00:00,45
133,대전,2023-01-07 01:00,142
133,대전,2023-01-07 02:00,168
133,대전,2023-01-07 03:00,145
133,대전,2023-01-07 04:00,139
133,대전,2023-01-07 05:00,181
133,대전,2023-01-07 06:00,146
133,대전,2023-01-07 07:00,148
133,대전,2023-01-07 08:00,220
133,대전,2023-01-07 09:00,383
133,대전,2023-01-07 10:00,496
133,대전,2023-01-07 11:00,617
133,대전,2023-01-07 12:00,904
133,대전,2023-01-07 13:00,1331
133,대전,2023-01-07 14:00,1771
133,대전,2023-01-07 15:00,1767
133,대전,2023-01-07 16:00,1552
133,대전,2023-01-07 17:00,1163
133,대전,2023-01-07 18:00,1079
133,대전,2023-01-07 19:00,973
133,대전,2023-01-07 20:00,827
133,대전,2023-01-07 21:00,960
133,대전,2023-01-07 22:00,1029
133,대전,2023-01-07 23:00,866
133,대전,2023-01-08 00:00,833
133,대전,2023-01-08 01:00,884
133,대전,2023-01-08 02:00,909
133,대전,2023-01-08 03:00,814
133,대전,2023-01-08 04:00,808
133,대전,2023-01-08 05:00,810
133,대전,2023-01-08 06:00,819
133,대전,2023-01-08 07:00,710
133,대전,2023-01-08 08:00,693
133,대전,2023-01-08 09:00,729
133,대전,2023-01-08 10:00,931
133,대전,2023-01-08 11:00,1085
133,대전,2023-01-08 12:00,1699
133,대전,2023-01-08 13:00,2040
133,대전,2023-01-08 14:00,2319
133,대전,2023-01-08 15:00,2523
133,대전,2023-01-08 16:00,3016
133,대전,2023-01-08 17:00,4416
133,대전,2023-01-08 18:00,2071
133,대전,2023-01-08 19:00,2232
133,대전,2023-01-08 20:00,2136
133,대전,2023-01-08 21:00,2118
133,대전,2023-01-08 22:00,2095
133,대전,2023-01-08 23:00,2060
133,대전,2023-01-09 00:00,1951
133,대전,2023-01-09 01:00,1819
133,대전,2023-01-09 02:00,1665
133,대전,2023-01-09 03:00,1717
133,대전,2023-01-09 04:00,1742
133,대전,2023-01-09 05:00,1762
133,대전,2023-01-09 06:00,1796
133,대전,2023-01-09 07:00,1854
133,대전,2023-01-09 08:00,1768
133,대전,2023-01-09 09:00,1702
133,대전,2023-01-09 10:00,1625
133,대전,2023-01-09 11:00,1546
133,대전,2023-01-09 12:00,1076
133,대전,2023-01-09 13:00,1147
133,대전,2023-01-09 14:00,1167
133,대전,2023-01-09 15:00,1246
133,대전,2023-01-09 16:00,1157
133,대전,2023-01-09 17:00,1917
133,대전,2023-01-09 18:00,2294
133,대전,2023-01-09 19:00,2480
133,대전,2023-01-09 20:00,2301
133,대전,2023-01-09 21:00,2174
133,대전,2023-01-09 22:00,2116
133,대전,2023-01-09 23:00,2101
133,대전,2023-01-10 00:00,2007
133,대전,2023-01-10 01:00,1750
133,대전,2023-01-10 02:00,1877
133,대전,2023-01-10 03:00,1640
133,대전,2023-01-10 04:00,1720
133,대전,2023-01-10 05:00,1596
133,대전,2023-01-10 06:00,1476
133,대전,2023-01-10 07:00,1246
133,대전,2023-01-10 08:00,1165
133,대전,2023-01-10 09:00,1270
133,대전,2023-01-10 10:00,1213
133,대전,2023-01-10 11:00,1179
133,대전,2023-01-10 12:00,1274
133,대전,2023-01-10 13:00,1298
133,대전,2023-01-10 14:00,1635
133,대전,2023-01-10 15:00,1856
133,대전,2023-01-10 16:00,3493
133,대전,2023-01-10 17:00,3149
133,대전,2023-01-10 18:00,3172
133,대전,2023-01-10 19:00,2530
133,대전,2023-01-10 20:00,2325
133,대전,2023-01-10 21:00,2055
133,대전,2023-01-10 22:00,2063
133,대전,2023-01-10 23:00,1833
133,대전,2023-01-11 00:00,1801
133,대전,2023-01-11 01:00,1728
133,대전,2023-01-11 02:00,1582
133,대전,2023-01-11 03:00,1419
133,대전,2023-01-11 04:00,1278
133,대전,2023-01-11 05:00,1225
133,대전,2023-01-11 06:00,1093
133,대전,2023-01-11 07:00,1000
133,대전,2023-01-11 08:00,984
133,대전,2023-01-11 09:00,1063
133,대전,2023-01-11 10:00,1026
133,대전,2023-01-11 11:00,1081
133,대전,2023-01-11 12:00,1117
133,대전,2023-01-11 13:00,1355
133,대전,2023-01-11 14:00,1495
133,대전,2023-01-11 15:00,2071
133,대전,2023-01-11 16:00,2176
133,대전,2023-01-11 17:00,1408
133,대전,2023-01-11 18:00,1652
133,대전,2023-01-11 19:00,1690
133,대전,2023-01-11 20:00,1652
133,대전,2023-01-11 21:00,1841
133,대전,2023-01-11 22:00,1679
133,대전,2023-01-11 23:00,1682
133,대전,2023-01-12 00:00,1553
133,대전,2023-01-12 01:00,1547
133,대전,2023-01-12 02:00,1474
133,대전,2023-01-12 03:00,1443
133,대전,2023-01-12 04:00,1308
133,대전,2023-01-12 05:00,1205
133,대전,2023-01-12 06:00,1175
133,대전,2023-01-12 07:00,1048
133,대전,2023-01-12 08:00,1026
133,대전,2023-01-12 09:00,1281
133,대전,2023-01-12 10:00,1324
133,대전,2023-01-12 11:00,1568
133,대전,2023-01-12 12:00,1489
133,대전,2023-01-12 13:00,1698
133,대전,2023-01-12 14:00,1950
133,대전,2023-01-12 15:00,2739
133,대전,2023-01-12 16:00,3677
133,대전,2023-01-12 17:00,3734
133,대전,2023-01-12 18:00,2993
133,대전,2023-01-12 19:00,2398
133,대전,2023-01-12 20:00,2130
133,대전,2023-01-12 21:00,2014
133,대전,2023-01-12 22:00,2172
133,대전,2023-01-12 23:00,1979
133,대전,2023-01-13 00:00,1455
133,대전,2023-01-13 01:00,1429
133,대전,2023-01-13 02:00,277
133,대전,2023-01-13 03:00,310
133,대전,2023-01-13 04:00,178
133,대전,2023-01-13 05:00,154
133,대전,2023-01-13 06:00,94
133,대전,2023-01-13 07:00,44
133,대전,2023-01-13 08:00,91
133,대전,2023-01-13 09:00,54
133,대전,2023-01-13 10:00,77
133,대전,2023-01-13 11:00,59
133,대전,2023-01-13 12:00,148
133,대전,2023-01-13 13:00,161
133,대전,2023-01-13 14:00,258
133,대전,2023-01-13 15:00,874
133,대전,2023-01-13 16:00,584
133,대전,2023-01-13 17:00,932
133,대전,2023-01-13 18:00,1369
133,대전,2023-01-13 19:00,751
133,대전,2023-01-13 20:00,603
133,대전,2023-01-13 21:00,419
133,대전,2023-01-13 22:00,453
133,대전,2023-01-13 23:00,541
133,대전,2023-01-14 00:00,704
133,대전,2023-01-14 01:00,1261
133,대전,2023-01-14 02:00,882
133,대전,2023-01-14 03:00,949
133,대전,2023-01-14 04:00,201
133,대전,2023-01-14 05:00,111
133,대전,2023-01-14 06:00,158
133,대전,2023-01-14 07:00,288
133,대전,2023-01-14 08:00,352
133,대전,2023-01-14 09:00,191
133,대전,2023-01-14 10:00,222
133,대전,2023-01-14 11:00,227
133,대전,2023-01-14 12:00,404
133,대전,2023-01-14 13:00,75
133,대전,2023-01-14 14:00,172
133,대전,2023-01-14 15:00,404
133,대전,2023-01-14 16:00,422
133,대전,2023-01-14 17:00,139
133,대전,2023-01-14 18:00,215
133,대전,2023-01-14 19:00,567
133,대전,2023-01-14 20:00,3834
133,대전,2023-01-14 21:00,479
133,대전,2023-01-14 22:00,657
133,대전,2023-01-14 23:00,1297
133,대전,2023-01-15 00:00,4992
133,대전,2023-01-15 01:00,309
133,대전,2023-01-15 02:00,368
133,대전,2023-01-15 03:00,395
133,대전,2023-01-15 04:00,421
133,대전,2023-01-15 05:00,2101
133,대전,2023-01-15 06:00,2188
133,대전,2023-01-15 07:00,1511
133,대전,2023-01-15 08:00,4802
133,대전,2023-01-15 09:00,4965
133,대전,2023-01-15 10:00,1354
133,대전,2023-01-15 11:00,3737
133,대전,2023-01-15 12:00,2538
133,대전,2023-01-15 13:00,1737
133,대전,2023-01-15 14:00,2370
133,대전,2023-01-15 15:00,2341
133,대전,2023-01-15 16:00,3323
133,대전,2023-01-15 17:00,3937
133,대전,2023-01-15 18:00,3887
133,대전,2023-01-15 19:00,4330
133,대전,2023-01-15 20:00,4180
133,대전,2023-01-15 21:00,3817
133,대전,2023-01-15 22:00,3998
133,대전,2023-01-15 23:00,3830
133,대전,2023-01-16 00:00,3996
133,대전,2023-01-16 01:00,3968
133,대전,2023-01-16 02:00,4304
133,대전,2023-01-16 03:00,3281
133,대전,2023-01-16 04:00,3098
133,대전,2023-01-16 05:00,2680
133,대전,2023-01-16 06:00,2436
133,대전,2023-01-16 07:00,4169
133,대전,2023-01-16 08:00,4023
133,대전,2023-01-16 09:00,3611
133,대전,2023-01-16 10:00,3490
133,대전,2023-01-16 11:00,4210
133,대전,2023-01-16 12:00,4806
133,대전,2023-01-16 13:00,4877
133,대전,2023-01-16 14:00,4916
133,대전,2023-01-16 15:00,4977
133,대전,2023-01-16 16:00,4960
133,대전,2023-01-16 17:00,5000
133,대전,2023-01-16 18:00,4864
133,대전,2023-01-16 19:00,4019
133,대전,2023-01-16 20:00,3849
133,대전,2023-01-16 21:00,3618
133,대전,2023-01-16 22:00,3289
133,대전,2023-01-16 23:00,3501
133,대전,2023-01-17 00:00,3442
133,대전,2023-01-17 01:00,3246
133,대전,2023-01-17 02:00,3337
133,대전,2023-01-17 03:00,3932
133,대전,2023-01-17 04:00,3719
133,대전,2023-01-17 05:00,2896
133,대전,2023-01-17 06:00,2986
133,대전,2023-01-17 07:00,2981
133,대전,2023-01-17 08:00,3343
133,대전,2023-01-17 09:00,3335
133,대전,2023-01-17 10:00,3246
133,대전,2023-01-17 11:00,4496
133,대전,2023-01-17 12:00,4580
133,대전,2023-01-17 13:00,4411
133,대전,2023-01-17 14:00,4830
133,대전,2023-01-17 15:00,4840
133,대전,2023-01-17 16:00,4753
133,대전,2023-01-17 17:00,4522
133,대전,2023-01-17 18:00,4282
133,대전,2023-01-17 19:00,3973
133,대전,2023-01-17 20:00,3923
133,대전,2023-01-17 21:00,3895
133,대전,2023-01-17 22:00,3526
133,대전,2023-01-17 23:00,3398
133,대전,2023-01-18 00:00,3162
133,대전,2023-01-18 01:00,2998
133,대전,2023-01-18 02:00,2931
133,대전,2023-01-18 03:00,2965
133,대전,2023-01-18 04:00,3039
133,대전,2023-01-18 05:00,2727
133,대전,2023-01-18 06:00,1534
133,대전,2023-01-18 07:00,1896
133,대전,2023-01-18 08:00,1658
133,대전,2023-01-18 09:00,1664
133,대전,2023-01-18 10:00,1590
133,대전,2023-01-18 11:00,1439
133,대전,2023-01-18 12:00,2188
133,대전,2023-01-18 13:00,2317
133,대전,2023-01-18 14:00,2258
133,대전,2023-01-18 15:00,1917
133,대전,2023-01-18 16:00,2321
133,대전,2023-01-18 17:00,2226
133,대전,2023-01-18 18:00,2060
133,대전,2023-01-18 19:00,2464
133,대전,2023-01-18 20:00,2891
133,대전,2023-01-18 21:00,2486
133,대전,2023-01-18 22:00,2706
133,대전,2023-01-18 23:00,2910
133,대전,2023-01-19 00:00,2923
133,대전,2023-01-19 01:00,2637
133,대전,2023-01-19 02:00,2877
133,대전,2023-01-19 03:00,2640
133,대전,2023-01-19 04:00,2764
133,대전,2023-01-19 05:00,2606
133,대전,2023-01-19 06:00,2369
133,대전,2023-01-19 07:00,2238
133,대전,2023-01-19 08:00,2015
133,대전,2023-01-19 09:00,2091
133,대전,2023-01-19 10:00,1347
133,대전,2023-01-19 11:00,1466
133,대전,2023-01-19 12:00,2966
133,대전,2023-01-19 13:00,3063
133,대전,2023-01-19 14:00,3093
133,대전,2023-01-19 15:00,3146
133,대전,2023-01-19 16:00,3079
133,대전,2023-01-19 17:00,3000
133,대전,2023-01-19 18:00,2885
133,대전,2023-01-19 19:00,2775
133,대전,2023-01-19 20:00,2658
133,대전,2023-01-19 21:00,2658
133,대전,2023-01-19 22:00,2522
133,대전,2023-01-19 23:00,2473
133,대전,2023-01-20 00:00,2056
133,대전,2023-01-20 01:00,1655
133,대전,2023-01-20 02:00,1375
133,대전,2023-01-20 03:00,1326
133,대전,2023-01-20 04:00,1004
133,대전,2023-01-20 05:00,1063
133,대전,2023-01-20 06:00,1283
133,대전,2023-01-20 07:00,1377
133,대전,2023-01-20 08:00,1716
133,대전,2023-01-20 09:00,1711
133,대전,2023-01-20 10:00,2375
133,대전,2023-01-20 11:00,2820
133,대전,2023-01-20 12:00,4982
133,대전,2023-01-20 13:00,5000
133,대전,2023-01-20 14:00,5000
133,대전,2023-01-20 15:00,5000
133,대전,2023-01-20 16:00,4508
133,대전,2023-01-20 17:00,5000
133,대전,2023-01-20 18:00,5000
133,대전,2023-01-20 19:00,5000
133,대전,2023-01-20 20:00,5000
133,대전,2023-01-20 21:00,5000
133,대전,2023-01-20 22:00,5000
133,대전,2023-01-20 23:00,5000
133,대전,2023-01-21 00:00,4819
133,대전,2023-01-21 01:00,4708
133,대전,2023-01-21 02:00,4601
133,대전,2023-01-21 03:00,4555
133,대전,2023-01-21 04:00,3819
133,대전,2023-01-21 05:00,4341
133,대전,2023-01-21 06:00,3345
133,대전,2023-01-21 07:00,3976
133,대전,2023-01-21 08:00,3613
133,대전,2023-01-21 09:00,3586
133,대전,2023-01-21 10:00,3555
133,대전,2023-01-21 11:00,4661
133,대전,2023-01-21 12:00,4883
133,대전,2023-01-21 13:00,5000
133,대전,2023-01-21 14:00,5000
133,대전,2023-01-21 15:00,5000
133,대전,2023-01-21 16:00,4938
133,대전,2023-01-21 17:00,4985
133,대전,2023-01-21 18:00,5000
133,대전,2023-01-21 19:00,4967
133,대전,2023-01-21 20:00,4991
133,대전,2023-01-21 21:00,4586
133,대전,2023-01-21 22:00,4562
133,대전,2023-01-21 23:00,4607
133,대전,2023-01-22 00:00,3972
133,대전,2023-01-22 01:00,4238
133,대전,2023-01-22 02:00,4003
133,대전,2023-01-22 03:00,3869
133,대전,2023-01-22 04:00,3784
133,대전,2023-01-22 05:00,3423
133,대전,2023-01-22 06:00,3884
133,대전,2023-01-22 07:00,4056
133,대전,2023-01-22 08:00,4004
133,대전,2023-01-22 09:00,3902
133,대전,2023-01-22 10:00,3866
133,대전,2023-01-22 11:00,4720
133,대전,2023-01-22 12:00,4571
133,대전,2023-01-22 13:00,4456
133,대전,2023-01-22 14:00,4615
133,대전,2023-01-22 15:00,4033
133,대전,2023-01-22 16:00,4178
133,대전,2023-01-22 17:00,3866
133,대전,2023-01-22 18:00,3966
133,대전,2023-01-22 19:00,3998
133,대전,2023-01-22 20:00,3969
133,대전,2023-01-22 21:00,3680
133,대전,2023-01-22 22:00,3337
133,대전,2023-01-22 23:00,2859
133,대전,2023-01-23 00:00,2847
133,대전,2023-01-23 01:00,2766
133,대전,2023-01-23 02:00,2618
133,대전,2023-01-23 03:00,2312
133,대전,2023-01-23 04:00,2306
133,대전,2023-01-23 05:00,2055
133,대전,2023-01-23 06:00,1819
133,대전,2023-01-23 07:00,1820
133,대전,2023-01-23 08:00,1339
133,대전,2023-01-23 09:00,1708
133,대전,2023-01-23 10:00,1708
133,대전,2023-01-23 11:00,1866
133,대전,2023-01-23 12:00,2417
133,대전,2023-01-23 13:00,2245
133,대전,2023-01-23 14:00,2659
133,대전,2023-01-23 15:00,2473
133,대전,2023-01-23 16:00,1620
133,대전,2023-01-23 17:00,1284
133,대전,2023-01-23 18:00,1221
133,대전,2023-01-23 19:00,988
133,대전,2023-01-23 20:00,975
133,대전,2023-01-23 21:00,817
133,대전,2023-01-23 22:00,1074
133,대전,2023-01-23 23:00,1198
133,대전,2023-01-24 00:00,1839
133,대전,2023-01-24 01:00,1620
133,대전,2023-01-24 02:00,3350
133,대전,2023-01-24 03:00,3106
133,대전,2023-01-24 04:00,3527
133,대전,2023-01-24 05:00,2311
133,대전,2023-01-24 06:00,170
133,대전,2023-01-24 07:00,3994
133,대전,2023-01-24 08:00,4237
133,대전,2023-01-24 09:00,4539
133,대전,2023-01-24 10:00,3621
133,대전,2023-01-24 11:00,164
133,대전,2023-01-24 12:00,4276
133,대전,2023-01-24 13:00,4624
133,대전,2023-01-24 14:00,4979
133,대전,2023-01-24 15:00,4981
133,대전,2023-01-24 16:00,4967
133,대전,2023-01-24 17:00,4891
133,대전,2023-01-24 18:00,4819
133,대전,2023-01-24 19:00,3915
133,대전,2023-01-24 20:00,4130
133,대전,2023-01-24 21:00,4708
133,대전,2023-01-24 22:00,4248
133,대전,2023-01-24 23:00,1006
133,대전,2023-01-25 00:00,1181
133,대전,2023-01-25 01:00,2890
133,대전,2023-01-25 02:00,3180
133,대전,2023-01-25 03:00,3366
133,대전,2023-01-25 04:00,3100
133,대전,2023-01-25 05:00,3320
133,대전,2023-01-25 06:00,3288
133,대전,2023-01-25 07:00,3333
133,대전,2023-01-25 08:00,3189
133,대전,2023-01-25 09:00,3488
133,대전,2023-01-25 10:00,3935
133,대전,2023-01-25 11:00,4587
133,대전,2023-01-25 12:00,4878
133,대전,2023-01-25 13:00,5000
133,대전,2023-01-25 14:00,5000
133,대전,2023-01-25 15:00,5000
133,대전,2023-01-25 16:00,5000
133,대전,2023-01-25 17:00,5000
133,대전,2023-01-25 18:00,5000
133,대전,2023-01-25 19:00,4848
133,대전,2023-01-25 20:00,4946
133,대전,2023-01-25 21:00,4695
133,대전,2023-01-25 22:00,4715
133,대전,2023-01-25 23:00,4201
133,대전,2023-01-26 00:00,4411
133,대전,2023-01-26 01:00,3895
133,대전,2023-01-26 02:00,4064
133,대전,2023-01-26 03:00,3917
133,대전,2023-01-26 04:00,4434
133,대전,2023-01-26 05:00,4234
133,대전,2023-01-26 06:00,4607
133,대전,2023-01-26 07:00,4678
133,대전,2023-01-26 08:00,4342
133,대전,2023-01-26 09:00,3753
133,대전,2023-01-26 10:00,3206
133,대전,2023-01-26 11:00,2383
133,대전,2023-01-26 12:00,2002
133,대전,2023-01-26 13:00,1053
133,대전,2023-01-26 14:00,1313
133,대전,2023-01-26 15:00,993
133,대전,2023-01-26 16:00,917
133,대전,2023-01-26 17:00,820
133,대전,2023-01-26 18:00,1515
133,대전,2023-01-26 19:00,1608
133,대전,2023-01-26 20:00,1755
133,대전,2023-01-26 21:00,1552
133,대전,2023-01-26 22:00,1718
133,대전,2023-01-26 23:00,1475
133,대전,2023-01-27 00:00,1358
133,대전,2023-01-27 01:00,1132
133,대전,2023-01-27 02:00,1239
133,대전,2023-01-27 03:00,1331
133,대전,2023-01-27 04:00,1466
133,대전,2023-01-27 05:00,1434
133,대전,2023-01-27 06:00,1617
133,대전,2023-01-27 07:00,1570
133,대전,2023-01-27 08:00,1192
133,대전,2023-01-27 09:00,1374
133,대전,2023-01-27 10:00,2173
133,대전,2023-01-27 11:00,3909
133,대전,2023-01-27 12:00,5000
133,대전,2023-01-27 13:00,5000
133,대전,2023-01-27 14:00,5000
133,대전,2023-01-27 15:00,5000
133,대전,2023-01-27 16:00,5000
133,대전,2023-01-27 17:00,5000
133,대전,2023-01-27 18:00,4939
133,대전,2023-01-27 19:00,4783
133,대전,2023-01-27 20:00,4755
133,대전,2023-01-27 21:00,4611
133,대전,2023-01-27 22:00,4542
133,대전,2023-01-27 23:00,3545
133,대전,2023-01-28 00:00,3483
133,대전,2023-01-28 01:00,3120
133,대전,2023-01-28 02:00,3305
133,대전,2023-01-28 03:00,3046
133,대전,2023-01-28 04:00,2975
133,대전,2023-01-28 05:00,2860
133,대전,2023-01-28 06:00,2559
133,대전,2023-01-28 07:00,2458
133,대전,2023-01-28 08:00,2315
133,대전,2023-01-28 09:00,2516
133,대전,2023-01-28 10:00,2933
133,대전,2023-01-28 11:00,5000
133,대전,2023-01-28 12:00,4396
133,대전,2023-01-28 13:00,3964
133,대전,2023-01-28 14:00,4775
133,대전,2023-01-28 15:00,4775
133,대전,2023-01-28 16:00,4515
133,대전,2023-01-28 17:00,4172
133,대전,2023-01-28 18:00,3695
133,대전,2023-01-28 19:00,3352
133,대전,2023-01-28 20:00,2815
133,대전,2023-01-28 21:00,2428
133,대전,2023-01-28 22:00,2490
133,대전,2023-01-28 23:00,2052
133,대전,2023-01-29 00:00,1788
133,대전,2023-01-29 01:00,1234
133,대전,2023-01-29 02:00,1647
133,대전,2023-01-29 03:00,1053
133,대전,2023-01-29 04:00,1041
133,대전,2023-01-29 05:00,1310
133,대전,2023-01-29 06:00,1435
133,대전,2023-01-29 07:00,1488
133,대전,2023-01-29 08:00,1791
133,대전,2023-01-29 09:00,1994
133,대전,2023-01-29 10:00,2321
133,대전,2023-01-29 11:00,3528
133,대전,2023-01-29 12:00,4464
133,대전,2023-01-29 13:00,4790
133,대전,2023-01-29 14:00,4137
133,대전,2023-01-29 15:00,3912
133,대전,2023-01-29 16:00,3810
133,대전,2023-01-29 17:00,3321
133,대전,2023-01-29 18:00,3723
133,대전,2023-01-29 19:00,1743
133,대전,2023-01-29 20:00,2311
133,대전,2023-01-29 21:00,2160
133,대전,2023-01-29 22:00,1803
133,대전,2023-01-29 23:00,2213
133,대전,2023-01-30 00:00,2912
133,대전,2023-01-30 01:00,3602
133,대전,2023-01-30 02:00,3554
133,대전,2023-01-30 03:00,3385
133,대전,2023-01-30 04:00,3419
133,대전,2023-01-30 05:00,3277
133,대전,2023-01-30 06:00,2999
133,대전,2023-01-30 07:00,2927
133,대전,2023-01-30 08:00,2713
133,대전,2023-01-30 09:00,2584
133,대전,2023-01-30 10:00,3221
133,대전,2023-01-30 11:00,4989
133,대전,2023-01-30 12:00,5000
133,대전,2023-01-30 13:00,5000
133,대전,2023-01-30 14:00,5000
133,대전,2023-01-30 15:00,5000
133,대전,2023-01-30 16:00,5000
133,대전,2023-01-30 17:00,5000
133,대전,2023-01-30 18:00,5000
133,대전,2023-01-30 19:00,5000
133,대전,2023-01-30 20:00,5000
133,대전,2023-01-30 21:00,4964
133,대전,2023-01-30 22:00,4680
133,대전,2023-01-30 23:00,4937
133,대전,2023-01-31 00:00,4806
133,대전,2023-01-31 01:00,4354
133,대전,2023-01-31 02:00,4361
133,대전,2023-01-31 03:00,4515
133,대전,2023-01-31 04:00,4231
133,대전,2023-01-31 05:00,4101
133,대전,2023-01-31 06:00,3856
133,대전,2023-01-31 07:00,3516
133,대전,2023-01-31 08:00,3331
133,대전,2023-01-31 09:00,3570
133,대전,2023-01-31 10:00,3634
133,대전,2023-01-31 11:00,4043
133,대전,2023-01-31 12:00,4119
133,대전,2023-01-31 13:00,5000
133,대전,2023-01-31 14:00,5000
133,대전,2023-01-31 15:00,4797
133,대전,2023-01-31 16:00,4668
133,대전,2023-01-31 17:00,4341
133,대전,2023-01-31 18:00,3832
133,대전,2023-01-31 19:00,3350
133,대전,2023-01-31 20:00,2221
133,대전,2023-01-31 21:00,2842
133,대전,2023-01-31 22:00,2836
133,대전,2023-01-31 23:00,2668
133,대전,2023-02-01 00:00,2778
133,대전,2023-02-01 01:00,2903
133,대전,2023-02-01 02:00,2596
133,대전,2023-02-01 03:00,2624
133,대전,2023-02-01 04:00,2380
133,대전,2023-02-01 05:00,1846
133,대전,2023-02-01 06:00,1756
133,대전,2023-02-01 07:00,1409
133,대전,2023-02-01 08:00,1124
133,대전,2023-02-01 09:00,1117
133,대전,2023-02-01 10:00,935
133,대전,2023-02-01 11:00,1143
133,대전,2023-02-01 12:00,1320
133,대전,2023-02-01 13:00,2150
133,대전,2023-02-01 14:00,2904
133,대전,2023-02-01 15:00,3917
133,대전,2023-02-01 16:00,3486
133,대전,2023-02-01 17:00,4647
133,대전,2023-02-01 18:00,4869
133,대전,2023-02-01 19:00,4007
133,대전,2023-02-01 20:00,4831
133,대전,2023-02-01 21:00,4891
133,대전,2023-02-01 22:00,4768
